ProductID,ProductName,Ratings,Inventory,Price,Discounted_Price,Country
B01N9XOXCK,Samsung Galaxy S7 Edge G935V 32GB Gold - Verizon (Renewed),1,139,42,37.8,UK
B01N9YO1DS,"Apple iPhone 7, 128GB, Gold - For AT&T / T-Mobile (Renewed)",4.1,192,97,87.3,UK
B01NB1KG8U,Samsung Galaxy S7 Edge G935A 32GB Gold - Unlocked GSM (Renewed),3.5,124,77,69.3,UK
B01NC157KR,Samsung Galaxy Note 5 32GB N920P Gold Platinum - Sprint (Certified Refurbished),4.1,65,43,38.7,UK
B01NC2MEJP,Samsung Galaxy Note 5 32GB GSM Unlocked - Black (Renewed) (D132),3.5,122,24,21.6,UK
B06WP78R6X,Samsung Galaxy S7 Edge G935P 32GB Black - Sprint (Renewed),3.5,174,35,31.5,UK
B06WRSK754,Samsung Galaxy S6 G920A 32GB Unlocked GSM (Black Sapphire) (Renewed),5,42,54,48.6,UK
B06WWLYGWW,Samsung Galaxy S6 Edge G925P 32GB White Pearl - Sprint (Certified Refurbished),1,154,30,27,UK
B06X9HVVC5,Sony Xperia XA1 G3123 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP Camera - White,3.5,89,32,28.8,UK
B06X9X15Y8,"Apple iPhone 7 Plus, 128GB, Silver - Fully Unlocked (Renewed)",2,101,29,26.1,UK
B06XGLHP8V,"Apple iPhone 7 Plus, GSM Unlocked, 128GB - Rose Gold (Renewed)",2,148,41,36.9,UK
B06XGZHSBS,Sony Xperia L1 G3313 16GB Unlocked GSM Quad-Core Android Phone - Pink,4.1,12,83,74.7,UK
B06XJCHZPW,Samsung Galaxy S6 Edge G925P 32GB Gold - Sprint (Renewed),4.1,14,32,28.8,UK
B06XR1K6HR,"Apple iPhone 6S Plus, 64GB, Rose Gold - For AT&T / T-Mobile (Renewed)",1,0,44,39.6,UK
B06XR8G1TX,"Apple iPhone 6S, 64GB, Space Gray - Fully Unlocked (Renewed)",3.5,169,28,25.2,UK
B06XRG6S73,"Apple iPhone 6S, 16GB, Rose Gold - For AT&T / T-Mobile (Renewed)",3.5,5,26,23.4,UK
B06XRJXL3R,Apple iPhone 7 Plus 256GB Unlocked GSM Quad-Core Phone - Black (Renewed),5,193,16,14.4,UK
B06XRN4RWL,"Apple iPhone 7 Plus, 128GB, Gold - For Sprint (Renewed)",5,77,13,11.7,UK
B06XS2GWFC,Samsung Galaxy J7 - Verizon Carrier Locked No Contract Prepaid Smartphone,3.5,80,61,54.9,UK
B06XS3CTJM,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),1,5,95,85.5,UK
B06XS4978K,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed),1,132,26,23.4,UK
B06XS98LMS,Samsung G550T GSM 4G LTE Unlocked Galaxy ON5 Smartphone,3.5,51,47,42.3,UK
B06XSF5C42,Samsung Galaxy S7 Edge 32GB G935A GSM Unlocked (Renewed) (Black),5,35,75,67.5,UK
B06XW9RMYW,"Samsung Galaxy S7 Active G891A 32GB Unlocked GSM Shatter,Dust and Water Resistant Smartphone w/ 12MP Camera (AT&T) - Sandy Gold",1,166,81,72.9,UK
B06XY93RFQ,Samsung Galaxy Note 4 N910v 32GB Verizon Wireless CDMA Smartphone - Frosted White (Renewed),4.1,178,8,7.2,UK
B06XYKR7GP,Samsung Galaxy S8+ 64GB GSM Unlocked Phone - International Version (Midnight Black),2,157,71,63.9,UK
B06XYMCMHD,"Samsung Galaxy S8 SM-G950F Unlocked 64GB - International Version/No Warranty (GSM Only, No CDMA) (Midnight Black)",5,62,85,76.5,UK
B06XZPNYL7,Samsung Galaxy S8 64GB GSM Unlocked Phone - International Version (Orchid Gray),2,98,25,22.5,UK
B06XZRH5ZC,Samsung Galaxy S8 64GB Unlocked Phone - International Version (Maple Gold),2,140,70,63,UK
B06XZWNRC5,Samsung Galaxy S8+ SM-G955U 64GB Arctic Silver AT&T,5,85,100,90,UK
B06Y14K2C6,"Samsung Galaxy S8+ 64GB Phone -6.2"" display - T-Mobile Unlocked (Arctic Silver)",1,165,5,4.5,UK
B06Y14T5YW,Samsung Galaxy S8 64GB Factory Unlocked Smartphone - US Version (Midnight Black) - US Warranty - [SM-G950UZKAXAA],4.1,6,94,84.6,UK
B06Y15CB1T,Samsung Galaxy S8 64GB GSM Unlocked Phone - US Version (Coral Blue),5,37,17,15.3,UK
B06Y15D68F,Samsung Galaxy S8 64GB Unlocked Phone - US Version (Orchid Gray),4.1,156,97,87.3,UK
B06Y16RL4W,"Samsung Galaxy S8+ 64GB Factory Unlocked Smartphone - 6.2"" Screen - US Version (Midnight Black) - US Warranty [SM-G955UZKAXAA]",1,147,10,9,UK
B06Y17BL9Y,Samsung Galaxy S8 G950U 64GB AT&T GSM Unlocked Phone - Orchid Grey,1,135,40,36,UK
B06Y189H68,"Samsung Galaxy S8 64GB Phone- 5.8"" display - AT&T Unlocked (Midnight Black)",4.1,199,83,74.7,UK
B06Y18MNFG,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Gold (Certified Refurbished),5,107,66,59.4,UK
B06Y29N548,Samsung Galaxy S7 Edge G935A 32GB Unlocked GSM Smartphone w/12MP Camera - Black,1,188,85,76.5,UK
B06Y2GX8K8,"Sony Xperia XZ Premium - Unlocked Smartphone - 5.5"", 64GB - Dual SIM - Pink (US Warranty)",1,25,45,40.5,UK
B06Y3HCFZT,"Samsung Galaxy S8+, 6.2"" 64GB (Verizon Wireless) - Midnight Black",4.1,83,81,72.9,UK
B06ZZMX54B,Samsung Galaxy J3 Emerge J327P SILVER Android Cell Phone - SPRINT,1,61,67,60.3,UK
B0711S4T9J,"Huawei E8372h-608 Unlocked 150 Mbps 4G LTE WiFi USB Wingle (4G LTE in USA (AT&T only), Europe, Asia, Middle East and Africa) (White, Telenor Logo)",4.1,152,65,58.5,UK
B0714DBSNH,Verizon Motorola Moto E4 Plus Carrier Locked Prepaid Phone,5,23,30,27,UK
B071DQ128D,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MAPLE GOLD),1,19,3,2.7,UK
B071H9KKKF,Samsung Galaxy S8 Plus (S8+) (SM-G955FD) 4GB RAM / 64GB ROM 6.2-Inch 12MP 4G LTE Dual SIM FACTORY UNLOCKED - International Stock No Warranty (MIDNIGHT BLACK),1,37,85,76.5,UK
B071JP8XDJ,Sony Xperia XA1 Ultra G3223 32GB Unlocked GSM LTE Octa-Core Phone w/ 23MP - Gold,2,158,37,33.3,UK
B071JPQYGK,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)",2,69,36,32.4,UK
B071KGTRG8,"Samsung Galaxy J7 4G LTE 5"" 16 GB GSM Unlocked - Black",5,71,94,84.6,UK
B071VGLCRX,Samsung Galaxy S6 (SM-G920V) - 32GB Verizon + GSM Smartphone - Black Sapphire (Renewed),3.5,54,26,23.4,UK
B071VTYHDQ,Verizon Motorola Moto E4 Prepaid Phone - Carrier Locked to Verizon Prepaid,2,199,93,83.7,UK
B071W9WQ8M,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)",2,139,81,72.9,UK
B071XBH5PL,Samsung Galaxy S8 Plus 64GB Orchid Gray AT&T,4.1,16,6,5.4,UK
B071ZDQ6MV,Nokia 6 - 32 GB - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - Update To Android 9.0 PIE - 5.FHD Screen - Blue - U.S. Warranty,3.5,191,62,55.8,UK
B0721KVTMC,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile Unlocked GSM,2,15,45,40.5,UK
B0722NN2RG,Samsung Galaxy S7 G930A 32GB Black Onyx - Unlocked GSM,1,36,46,41.4,UK
B0723HG35R,Samsung Galaxy Tab S2 8.0 inch - 32 GB Tablet (Black) SM-T713 WiFi - (Certified Refurbished),5,21,9,8.1,UK
B0723HG3FG,"Samsung Galaxy J3 Prime SM-J327T 4G LTE 7.0 Nougat 5"" Smartphone (T-Mobile) - Black",4.1,101,37,33.3,UK
B0724ZGB5K,"Samsung Galaxy S8 (64GB) G950U 5.8"" 4G LTE Unlocked (GSM + CDMA, US WARRANTY) (Midnight Black)",5,1,65,58.5,UK
B072B7XSVT,Google Pixel 1st Gen 32GB Factory Unlocked GSM/CDMA Smartphone for AT&T + T-Mobile + Verizon Wireless + Sprint (Quite Black),2,97,57,51.3,UK
B072KPG9PN,"Samsung Galaxy J3 Prime J327A 16GB 4G LTE 7.0 Nougat 5"" GSM Unlocked - Black",4.1,11,85,76.5,UK
B072MQRRTR,Samsung Galaxy S8 64GB SM-G950U Midnight Black - Sprint (Renewed),2,150,5,4.5,UK
B072N3GKSM,"Google Pixel GSM Unlocked (Renewed) (32GB, Gray)",4.1,183,53,47.7,UK
B072QR6NKG,Samsung Galaxy S8 64GB SM-G950U Orchid Gray - Sprint (Renewed),5,30,25,22.5,UK
B072R77NG5,Motorola Moto Z2 4G LTE XT1710-09 Dual Sim Unlocked 64GB 4GB RAM Octa Core Fingerprint 5.5 International Version,2,32,56,50.4,UK
B072V2BNM6,"Samsung Galaxy J3 Prime J327A | (16GB, 1.5 RAM) | 5"" Full HD Display | Dual Camera | 2,600 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked Smartphone - (Silver)",3.5,154,78,70.2,UK
B072ZWCKP5,Motorola XT1775 Moto E Plus (4th Gen.) 32GB Unlocked Fine Gold Smartphone,4.1,20,63,56.7,UK
B0731HBTZ7,"Apple iPhone 7 32GB, Rose Gold (Renewed)",2,108,11,9.9,UK
B0731KVYPN,"Google Pixel GSM Unlocked (Renewed) (128GB, Silver)",4.1,40,97,87.3,UK
B0732NTJ2M,"Apple iPhone 6S, 16GB, Gold - For AT&T / T-Mobile (Renewed)",4.1,11,69,62.1,UK
B0735HPCB1,Samsung Convoy 4 B690 Rugged Water-Resistant Verizon Flip Phone w/ 5MP Camera - Blue (Renewed),4.1,155,67,60.3,UK
B0743HD6MS,"Apple iPhone 7, 32GB, Silver - For AT&T / T-Mobile (Renewed)",3.5,180,67,60.3,UK
B0743J3P8G,Samsung Galaxy Tab 4 T237P 7.0-inch 16GB Sprint 4G LTE Android Tablet PC - Black (Certified Refurbished),2,170,8,7.2,UK
B0743N1S93,Samsung Galaxy S7 G930A 32GB Unlocked GSM 4G LTE Quad-Core Phone w/ 12MP Camera - Rose Gold (Renewed),2,31,42,37.8,UK
B07455VT9F,Samsung J327V Eclipse Verizon (Black),1,111,34,30.6,UK
B074MJ3Y7L,Samsung Galaxy S7 Edge Verizon Wireless CDMA 4G LTE Smartphone w/ 12MP Camera and Infinity Screen - Silver,3.5,55,67,60.3,UK
B074MJDYZM,Total Wireless Samsung Galaxy S8+ 4G LTE Prepaid Smartphone,1,135,12,10.8,UK
B074N8N1V4,"Huawei Y5 Lite 2017 CRO-L23 5.0"" 4G LTE Quad Core 8GB 8MP Smarthphone Factory Unlocked (Grey) (International Version- No Warranty)",3.5,82,57,51.3,UK
B074P62MW8,"Sony Xperia XZ1 Factory Unlocked Phone - 5.2"" Full HD HDR Display - 64GB - Venus Pink (U.S. Warranty)",1,158,39,35.1,UK
B074PYHP6Q,Samsung Galaxy S8 SM-G950UZVAATT - AT&T - Midnight Black (Renewed),2,15,63,56.7,UK
B074VDZZKW,Motorola MOTO G5S Plus XT1806 32GB Factory Unlocked Cell Phone Blush Gold,5,141,76,68.4,UK
B074VFCXB3,"Motorola XT1806 Factory Unlocked Phone - 5.5"" Screen - 64GB - Blush Gold (U.S. Warranty)",4.1,138,26,23.4,UK
B074VFRKZG,"Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2"" - Super Black - PA8S0006US",3.5,155,30,27,UK
B074XF6JCD,Motorola Moto Z2 Force XT1789 64GB ATT only (Super Black),2,102,54,48.6,UK
B0751KLN39,Motorola Moto Z2 Play XT1710-06 - 64GB Single SIM Factory Unlocked Smartphone (Dark Gray - International Version),1,181,87,78.3,UK
B07536MYBQ,Samsung Galaxy Note8 N950U 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,2,83,24,21.6,UK
B0753QKW5L,Samsung Galaxy Tab E 8in 16GB 4G LTE AT&T Unlocked Android 5.1.1 Lollipop (Renewed),4.1,61,30,27,UK
B07579T83L,Nokia 105 [2017] TA-1037 Only 2G Dual-Band (850/1900) Factory Unlocked Mobile Phone Black no warranty (White),1,72,3,2.7,UK
B0757LYR7P,Samsung Galaxy S8 SM-G950UZSAVZW - Verizon - Coral Blue (Renewed) …,1,8,68,61.2,UK
B075FL4H89,Nokia 3310 3G - Unlocked Single SIM Feature Phone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 2.4 Inch Screen - Charcoal,2,106,45,40.5,UK
B075FLG6MV,"Nokia 2 - Android - 8GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5"" Screen - Black - U.S. Warranty",4.1,28,71,63.9,Germany
B075H3VWGN,Samsung Galaxy S7 G930T 32GB T-Mobile Unlocked - Black,3.5,148,56,50.4,Germany
B075QRTVNC,"Sony Xperia XA1 Plus - Unlocked Smartphone - 5.5"", 32GB - Blue (US Warranty)",2,50,12,10.8,Germany
B075SKYZXY,Motorola Moto Z2 Force XT1789 64GB Lunar Gray T-Mobile,5,186,13,11.7,Germany
B075SPVK8D,Samsung Galaxy Note 8 SM-N950U 64GB Gray Verizon Unlocked -Excellent,2,64,36,32.4,Germany
B075Z4NBZC,Samsung Galaxy Note 5 SM-N920T 64GB White - T-Mobile (Certified Refurbished),2,41,6,5.4,Germany
B075ZD2WFN,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Smartphone w/ 12MP Camera - Orchid Gray,4.1,35,9,8.1,Germany
B075ZDV79Y,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Arctic Silver,1,102,37,33.3,Germany
B075ZGJMQY,Samsung Galaxy Note 8 64GB Unlocked GSM LTE Android Phone w/ Dual 12 Megapixel Camera - Midnight Black,5,175,38,34.2,Germany
B075ZHJ1SK,Samsung Galaxy S8+ G955U 64GB T-Mobile GSM Smartphone w/ 12MP Camera - Arctic Silver,3.5,199,66,59.4,Germany
B075ZHWDN2,Samsung Galaxy S8+ G955U 64GB Unlocked GSM U.S. Version Phone w/ 12MP Camera - Midnight Black,2,199,92,82.8,Germany
B07643YNY8,"Apple iPhone SE, 32GB, Gold - For AT&T / T-Mobile (Renewed)",2,78,35,31.5,Germany
B0764K8Z1H,Samsung Galaxy S8 64GB G950U AT&T Unlocked - Arctic Silver (Renewed),3.5,25,77,69.3,Germany
B0766HPGYP,Google Pixel 2 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,1,89,4,3.6,Germany
B0766NJPBN,"Google Pixel 2 GSM/CDMA Google Unlocked (Clearly White, 64GB, US warranty)",4.1,168,65,58.5,Germany
B0766TPHSH,Google Pixel 2 XL 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Just Black,2,106,42,37.8,Germany
B076BVNGZQ,Nokia 3310 TA-1036 Unlocked GSM 3G Android Phone - Charcoal,3.5,176,78,70.2,Germany
B076BZ18GS,Nokia 3310 TA-1036 Unlocked GSM 3G (At&T Tmobile Metro PCS Mint Latin Caribbean) - Warm Red,3.5,115,81,72.9,Germany
B076HVSJQR,Samsung Galaxy S8 Orchid Gray 64GB Verizon and GSM Factory Unlocked 4G LTE (Renewed),2,54,59,53.1,Germany
B076KC34PM,"Apple iPhone 8 64GB GSM Unlocked Smartphone, RED (Renewed)",1,126,50,45,Germany
B076M9RQJ2,Samsung Galaxy S8 64GB Phone - 5.8in Unlocked Smartphone - Midnight Black (Renewed),3.5,136,32,28.8,Germany
B076MB4CYN,"Google Pixel 32GB Phone, Very Silver, 5"" (Renewed)",2,23,14,12.6,Germany
B076QKMQ81,Google GA00139-US Pixel 2 64GB Just Black Verizon Wireless Smartphone,5,140,44,39.6,Germany
B076XLLCQC,Samsung Galaxy Note 8 N950 Factory Unlocked Phone 64GB Midnight Black (Renewed),2,74,42,37.8,Germany
B07753NSQZ,"Apple iPhone 8, GSM Unlocked, 256GB - Space Gray (Renewed)",2,21,96,86.4,Germany
B0775451TT,"Apple iPhone X, 256GB, Silver - For AT&T / T-Mobile (Renewed)",3.5,169,28,25.2,Germany
B07755LZ67,Apple iPhone 8 Plus 64GB Unlocked GSM Phone - Space Gray (Renewed),2,72,64,57.6,Germany
B07756QYST,"Apple iPhone 8, 64GB, Silver - Fully Unlocked (Renewed)",5,103,18,16.2,Germany
B0775717ZP,"Apple iPhone 8, 64GB, Gold - Fully Unlocked (Renewed)",4.1,119,64,57.6,Germany
B077578VXH,"Apple iPhone 8, GSM Unlocked, 64GB - Gold (Renewed)",1,118,48,43.2,Germany
B077578W38,"Apple iPhone X, Unlocked 5.8"", 64GB - Space Gray (Renewed)",1,186,13,11.7,Germany
B0775H5HJW,"Apple iPhone X, GSM Unlocked, 256GB - Silver (Renewed)",3.5,81,76,68.4,Germany
B0776ZJ1C3,Modem Huawei USB 3G H+ GSM Unlocked K4605 (E372) USA Latin & Caribbean Europe Bands 850/900/1900 mhz BAM,1,23,72,64.8,Germany
B0777V5BRJ,Samsung Galaxy Note 5 SM-N920T 32GB T-Mobile GSM Unlocked - Sapphire Black,4.1,59,26,23.4,Germany
B077BL94N3,Samsung Galaxy Note 8 N950U 64GB - Sprint (Midnight Black),4.1,90,2,1.8,Germany
B077J7H62P,"Apple MGLW2LL/A iPad Air 2 9.7-Inch Retina Display, 16GB, Wi-Fi (Silver) (Renewed)",1,81,71,63.9,Germany
B077MR13HM,Samsung Galaxy S7 G930T T-Mobile Unlocked GSM - Gold,5,159,68,61.2,Germany
B077NJQPGB,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Jet Black (Renewed),4.1,59,52,46.8,Germany
B077NK4TZ7,Apple iPhone 7 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Rose Gold (Renewed),3.5,121,81,72.9,Germany
B077NTKFDB,Apple iPhone 7 Plus 256GB Unlocked GSM 4G LTE Quad-Core Smartphone - Silver (Renewed),5,164,53,47.7,Germany
B077T4MVZ6,Samsung Galaxy G550T On5 GSM Unlocked 4G LTE Android (Does Not Work With Metro PCS) Smartphone - White - (Renewed),4.1,1,89,80.1,Germany
B077V219SV,Samsung Galaxy S7 Active 32GB Camo Green GSM Unlocked,4.1,117,87,78.3,Germany
B077XM1GZM,"Apple iPhone 6S Plus, 64GB, Silver - Fully Unlocked (Renewed)",2,116,71,63.9,Germany
B077YTCMH9,"Samsung Galaxy S7 EDGE G935V 32GB, Verizon/GSM Unlocked, (Renewed) (Black)",4.1,125,54,48.6,Germany
B077ZKKDWK,"Sony Xperia XA2 Ultra Factory Unlocked Phone - 6"" Screen - 32GB - Silver (U.S. Warranty)",4.1,25,79,71.1,Germany
B077ZMWX1W,"Sony Xperia L2, Unlocked, 32GB - Black (U.S. Warranty)",2,66,44,39.6,Germany
B0786PRKBP,Samsung Galaxy S8 - Unlocked - Midnight Black (Renewed),2,200,58,52.2,Germany
B0787V183F,"Google Pixel 2 64 GB, Black Factory Unlocked (Renewed)",2,178,59,53.1,Germany
B0788F8DKC,Samsung DeX Wireless Qi Desktop Charging Dock Station EE-MG950 Galaxy S8 + Note8 (Renewed),2,38,87,78.3,Germany
B0788ZD69Z,Samsung Galaxy S8 Plus Unlocked 64GB (Midnight Black) - (Renewed),4.1,106,89,80.1,Germany
B078BP86SC,"Straight Talk Samsung Galaxy J7 Sky Pro 16GB Prepaid Smartphone, Black (Locked)",1,140,89,80.1,Germany
B078HFZVZ8,"Apple iPad 2 MC774LL/A Tablet (32GB, Wifi + AT&T 3G, Black) 2nd Generation (Renewed)",5,60,78,70.2,Germany
B078HL31D8,Samsung Galaxy S7 32gb Gold AT&T,1,128,86,77.4,Germany
B078KGP5K5,Google Pixel 2 64GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Kinda Blue,1,157,4,3.6,Germany
B078RBVVCV,Motorola Moto G5S Plus XT1805 4G LTE Unlocked GSM 32GB 4GB RAm Octa Core Dual 13MP International Version No Warranty,5,27,20,18,Germany
B078SBFV72,"Apple iPad Air MF003LL/A (32GB, Wi-Fi + AT&T, Black with Space Gray) OLD VERSION (Renewed)",4.1,147,8,7.2,Germany
B078WZ86Y9,"Apple iPhone 7, 128GB, Red - For AT&T / T-Mobile (Renewed)",2,157,77,69.3,Germany
B078YXQ38Z,Samsung Galaxy S8 Active 64GB SM-G892A Unlocked GSM - Meteor Gray (Renewed),2,70,72,64.8,Germany
B079142R7Y,ASUS ZenFone Max Plus ZB570TL-MT67-3G32G-BL - 5.7” 1920x1080-3GB RAM - 32GB storage - LTE Unlocked Dual SIM Cell Phone - US Warranty - Silver,3,77,48,43.2,Germany
B0791VS3N9,Huawei Mate SE Factory Unlocked 5.93” - 4GB/64GB Octa-core Processor| 16MP + 2MP Dual Camera| GSM Only |Grey (US Warranty),5,143,99,89.1,Germany
B07946VKT8,"Sony Xperia XA1 Plus G3423 LTE 5.5"" 32GB Factory Unlocked Smartphone (International Version) (Black)",2,28,32,28.8,Germany
B0799QJKQ5,Samsung Galaxy S7 Edge 32GB G935A GSM Unlocked - Pink Gold,1,117,53,47.7,Germany
B0799ZMY6D,"Google Pixel 2 XL 128 GB, Black (Renewed)",3,163,10,9,Germany
B079C1K282,"Google Pixel 2 XL 64 GB, Black (Renewed)",5,75,76,68.4,Germany
B079C2Q6MH,Huawei Nexus 6p 128GB - Factory Unlocked Phone - Frost (Certified Refurbished),3,150,8,7.2,Germany
B079H6RLKQ,Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Phone w/ 12MP Camera - Midnight Black,4.1,196,31,27.9,Germany
B079HB518K,"Apple iPhone 7, 32GB, Rose Gold - For AT&T / T-Mobile (Renewed)",1,73,49,44.1,Germany
B079HG7TZS,"Huawei P Smart (32GB) 5.6"" Fullview Display & Dual Camera's, 4G LTE Dual-SIM Factory Unlocked w/ Fingerprint Scanner FIG-L23 International Model, No Warranty (Black)",4.1,175,16,14.4,Germany
B079J59FGT,Google Pixel 2 XL 128GB Unlocked GSM/CDMA 4G LTE Octa-Core Phone w/ 12.2MP Camera - Black & White,2,39,39,35.1,Germany
B079K78C1Y,Google Pixel XL 128GB Silver (Unlocked) - (Renewed),3,189,54,48.6,Germany
B079NM9SZL,"Nokia 5 - Android 9.0 Pie - 16 GB - Dual SIM Unlocked Smartphone (AT&T/T-Mobile/MetroPCS/Cricket/Mint) - 5.2"" Screen - Blue",1,183,7,6.3,Germany
B079NQHRPS,"Nokia 5 (16GB, 2GB RAM) 5.2"" Polarized HD Display, Android 9.0 Pie, Dual SIM GSM (AT&T/T-Mobile/MetroPCS/Cricket/Mint) Unlocked Smartphone (Silver)",3,161,57,51.3,Germany
B079PS2HZM,"Huawei Ascend XT 2 | (16GB, 2GB RAM) | 5.5"" IPS Display | Dual Camera | 4000 mAh Battery | Android 7.0 Nougat | 4G LTE | GSM Unlocked | Smartphone - Silver",3,167,21,18.9,Germany
B079RJWMZG,"Samsung Galaxy S8+, 6.2"" 64GB SPRINT Midnight Black",2,173,23,20.7,Germany
B079SQ5VHX,"Samsung Galaxy S9 (SM-G960F/DS) 4GB / 64GB 5.8-inches LTE Dual SIM (GSM Only, No CDMA) Factory Unlocked - International Stock No Warranty (Midnight Black, Phone Only)",1,121,50,45,Germany
B079TZ8NKG,Samsung Galaxy S6 Edge G925T 64GB Gold Platinum - T-Mobile,2,42,86,77.4,Germany
B079TZJF9F,Samsung Galaxy S6 Edge G925T 64GB White Pearl - T-Mobile,4.1,66,83,74.7,Germany
B079TZVTNQ,"Huawei R216 150 Mbps 4G LTE Mobile WiFi Hotspot Router (4G LTE in USA AT&T Europe, Asia, Middle East & Africa Digitel Orange)",3,179,42,37.8,Germany
B079X7DQ4Q,"Samsung Galaxy S9 Single SIM 64GB SM-G9600 Factory Unlocked 4G Smartphone (Midnight Black) -International Version - No Warranty in The USA - GSM ONLY, NO CDMA",1,130,4,3.6,Germany
B07B82VTX5,"Sony Xperia XZ2 Unlocked Smarphone - Dual SIM - 5.7"" Screen - 64GB - Liquid Silver (US Warranty)",1,45,96,86.4,Germany
B07B9638J2,"Samsung Galaxy S9 Plus (6.2"", Dual SIM) 64GB SM-G965F/DS Factory Unlocked LTE Smartphone (Lilac Purple) - International Version",1,153,32,28.8,Germany
B07BBQ56WS,Samsung Galaxy S9 Smartphone -Lilac Purple - GSM Only - International Version,5,40,46,41.4,Germany
B07BBT3VXM,Samsung Galaxy S9+ Smartphone -Lilac Purple - Carrier Locked - Sprint,4.1,20,80,72,Germany
B07BBZJ4G9,Samsung Galaxy S9+ Smartphone - Midnight Black - Carrier Locked - Verizon,3,7,2,1.8,Germany
B07BFCZYRM,Samsung Galaxy S9 Plus Verizon + GSM Unlocked 64GB Midnight Black (Renewed),5,4,71,63.9,Germany
B07BFHTJTK,"Samsung Galaxy S7 Edge G935v 32GB Smartphone for Verizon Wireless CDMA, Coral Blue (Renewed)",2,140,25,22.5,Germany
B07BFPDGNX,Samsung Galaxy Note 8 SM-N950U 64GB AT&T - Orchid Grey,5,84,78,70.2,Germany
B07BH74WCW,Samsung B690 convoy 4-verizon wireless (Renewed),5,58,41,36.9,Germany
B07BHT4KGM,"Samsung Galaxy S9 Sm-G9600 Dual Sim 5.8"" Super Amoled, 64GB, 4 GB RAM, Factory Unlocked - No Warranty Midnight Black",5,93,53,47.7,Germany
B07BR995NC,"Samsung Galaxy S8 Active (G892A) AT&T Military-Grade Durable Smartphone w/ 5.8"" Shatter-Resistant Glass, Meteor Gray",3,189,39,35.1,Germany
B07BZXDZKN,"Huawei Y6 2018 ATU-LX3 5.7"" FullView Display 16GB 2GB RAM Dual SIM 13 MP + 2 MP 4128 x 3096 Pixels Dual-LED Flash A-GPS Fingerprint Factory Unlocked No Warranty US (Gold)",5,91,75,67.5,Germany
B07C2VFMN2,Motorola Z3 Play & Moto Power Pack - Unlocked (AT&T/Sprint/T-Mobile/Verizon) - 64GB - Deep Indigo (US Warranty) - PA9S0000US,2,153,20,18,Germany
B07C4W6KR9,Samsung Galaxy J7 V Verizon Wireless - Silver (Renewed),2,69,22,19.8,Germany
B07C5X8Q3K,Sony Xperia XZ2 H8216 Used Like New 64GB 5.7' US & Latin 4G LTE Factory Unlocked Smartphone (Deep Green),4.5,135,33,29.7,Germany
B07C61QBL7,Google Pixel 2 XL - 64GB Smartphone - Verizon - Just Black,1,183,30,27,Germany
B07C65MFKH,Samsung Galaxy S9+ 64GB Unlocked GSM 4G LTE Phone - Lilac Purple (Renewed),4.5,124,52,46.8,Germany
B07C65XFBB,Samsung Galaxy S9 Unlocked - 64gb - Midnight Black (Renewed),3,26,59,53.1,Germany
B07C6FCC8G,"Huawei Mate 10 Pro Unlocked Phone, 6"" 6GB/128GB, AI Processor, Dual Leica Camera, Water Resistant IP67, GSM Only - Mocha Brown (US Warranty)",2,175,8,7.2,Germany
B07C7KFZLB,Samsung Galaxy Note 5 SM-N920T 64GB Platinum Gold - T-Mobile,2,184,60,54,Germany
B07C8H8G4L,Router Hotspot 4G LTE Unlocked GSM (LTE USA AT&T T-mobile Metro Pcs Cricket Latin & Caribbean) Huawei E5573s-508 up to 10 wifi users CAT4,3,98,40,36,Germany
